,sentence,physics,race,religion
485,That's a pretty good one. Actually I think your recent photos are really good. I will be waiting for your next photo 😊✋,0,0,0
486,Aren't u from Brampton ? 🤔,0,1,0
487,Hold one in Houston plz,0,0,0
488,Boy your from brampton dawg,0,1,0
489,@dwyanewade learn how to grab offensive rebounds.,0,0,0
490,What for ? You cant play,0,0,0
491,@ns_24 who else is from the 6 lol,0,0,0
492,Lol learn how to lose every game ?,0,0,0
493,hey you guys scrolling follow @leelaowen and dm me when done for 3 free followers and likes on ur recent 10 photos!!,0,0,0
494,You have one of the good galleries I've seen today 👌,0,0,0
495,@twicenow it's Emery's costume!!,0,0,0
496,OmGosh! How funny!💜💜💜,0,0,0
497,happy birthday,0,0,0
498,the sloth is absolutely EVERYTHING ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0
499,🎃👻💀😇👽😘💚💚💚while you are in New York. 😇is here.,0,0,0
500,Love u @katyperry,0,0,0
501,You're 10x hotter when you're in serious mode @katyperry,0,0,0
502,I love u to the moon & back 💗,0,0,0
503,Happy for you🐈 Catwoman @katyperry,0,0,0
504,Mino love music Katy Perry. Minomoretti.music.angels,0,0,0
505,My favourite woman... I really love her songs,0,0,0
506,It's just so cool that my birthday is the same day as yours I remember going to your concelast year as my birthday present 💝 I would always remember that day 10/25/17,0,0,0
507,I love Dolly 😍😊😌,0,0,0
508,"@andrea1858 honestly this is my dream😫😫😫 for my fellow big hair, big titteee committee honoree dolly to sing me happy birthday💕💕💕💕",0,0,0
509,very cool ! !,0,0,0
510,I found the cutest puppy pics @dailybabycanines,0,0,0
511,Love her! ❤️,0,0,0
512,Wow,0,0,0
513,Oh shit! This is Genesis P-Orridge 🔥,0,0,0
514,Hehe. Sensational! 🌈💖🕊,0,0,0
515,@carroll_correll AHHH both my favs😍,0,0,0
516,love her😘😘,0,0,0
517,Nice one 👍,0,0,0
518,HELLO DOLLY,0,0,0
519,HAPPY HALLOWEEN EVERYONE.,0,0,0
520,I WILL ALWAYS LOVE YOU !,0,0,0
521,HAPPY BIRTHDAY DOLLY.,0,0,0
522,You know you've made it when...,0,0,0
523,Good morning friend,0,0,0
524,@orlandobloom don't play with katy,0,0,0
525,Yet you make fun of him. Bye mean girl,0,0,0
526,Bieber,0,0,0
527,Beautiful People 💕💕💕💕,0,0,0
528,top,0,0,0
529,get hype,0,0,0
530,go go,0,0,0
531,@diaryofafitmommyofficial says the diary of an obssesed mommy...😐,0,0,0
532,Same 😂,0,0,0
533,Smagirl with good taste,0,0,0
534,But not justin sorry #joking😁,0,0,0
535,Hahaha 😍😂,0,0,0
536,Katy got tha feels 😂,0,0,0
537,@katyperry I think Orlando is right... You look Super Thirsty xoxo Stop being Shady,0,0,0
538,You are more talented,0,0,0
539,Happy birthday! 🎈🎉🎁🎆🎇,0,0,0
540,Your ok. To bad you don't believe.,0,0,0
541,Congrats,0,0,0
542,Everyone loves your songs,0,0,0
543,Waoooooo,0,0,0
544,Very nice,0,0,0
545,I am from iran i love you💏,0,1,0
546,Happy Halloween,0,0,0
547,Did you ever see your fans? I dont think so My beloved star,0,0,0
548,My queen is Katy 💓,0,0,0
549,Best😍😍😍,0,0,0
550,Ally Girls Rally ofcourse,0,0,0
551,Congratulations,0,0,0
552,I miss the old Katy 😫😢,0,0,0
553,Love love love 😘😘😘😘😘😘,0,0,0
554,"Kathering, its time to wake up!",0,0,0
555,Nice,0,0,0
556,❤️Wow,0,0,0
557,Young kAty,0,0,0
558,I think we all miss her.,0,0,0
559,katy.. marry me..💐,0,0,0
560,Bring Her back,0,0,0
561,I vibe heavy with this picture 💞,0,0,0
562,I miss old katy 😢,0,0,0
563,Happy birthday beautiful,0,0,0
564,Hi katy.. I just want to wish you a very happy birthday.. you are a firework!! Love.. ❤️💚💙..,0,0,0
565,Love the pink❤️😍,0,0,0
566,Omg!,0,0,0
567,Hi. 🇮🇷 I am an Iranian person and I need your helps to cash some money from my page . Becouse the living in here is difficult ... please help me by #following_me,0,1,0
568,@katyperry YOU GO TO HALLOWEEN PARTY?,0,0,0
569,Yes queenn😍,0,0,0
570,@katyperry your Barbie in pink,0,0,0
571,can you guys follow me have 0 followers am 9 years old,0,0,0
572,@katyperry YOU LOOK LIKE U GO TO A HALLOWEEN PARTY,0,0,0
573,nice,0,0,0
574,ON FIIIIIIIRREEEE 😢😢😢😢😢❤❤❤❤❤,0,0,0
575,@felicitythechiweenie thinks you're divine ❤️😍,0,0,0
576,I love that lip color!!!! What is it????,0,0,0
577,👈👈👈 Epic Disney Throwback! #NEWVIDEOO 📽🎬🔥 Link in bio,0,0,0
578,Wow. You're absolutely amazing,0,0,0
579,Queen,0,0,0
580,Was you born with a pe,0,0,0
581,Katy's friend I'm coming to your new home i love u Friends 😘😂,0,0,0
582,Wonderful!!!!!💎,0,0,0
583,@iamstevent pink,0,0,0
584,Lovely,0,0,0
585,💙💚💙💚 u r amazing!!,0,0,0
586,beckon,0,0,0
587,oh my Katy !,0,0,0
588,I can't breath when I see your photos😍😍😍😍😍,0,0,0
589,very goddd👍👍👍👍👍👍👍💞💝🌷🌹🎤,0,0,0
590,🔹 Superrrrr😍,0,0,0
591,wowww!!!👏👏,0,0,0
592,No,0,0,0
593,Yes yes,0,0,0
594,HAPPY birthday,0,0,0
595,I thinked it's Christina Aguilera 😂,0,0,0
596,Happy Birthday @katyperry 💜,0,0,0
597,Awesome😄,0,0,0
598,I'm 53 years old and bought your leopard print boots with gold tone heel..... one word. LOVE!!!!!!!!,0,0,0
599,I love you 💓,0,0,0
600,Take down your gates around your house! Fire your gun toking security guards and turn off your alarms! #buildthewall,0,0,0
601,Woow its veri cool😍😍😍,0,0,0
602,Gorgeous,0,0,0
603,Love this ❤️❤️❤️🔥🔥🔥🔥,0,0,0
604,Thanks for reminding people to vote REPUBLICAN across the board. Republicans want freedom and for your taxes to work for you. Democrats want to take your freedom and have your taxes pay for system leeches and illegals. #voterepublican #MAGA #republican,0,0,0
605,Can you come to LOUISIANA 🙌🤣💜😁,0,0,0
606,This confirms I shouldn't be voting -Now i know not to vote is right. HRC supports harvey! Either you suppowoman or you don't KP. #mkultra,0,0,0
607,"My whole life, people have been saying, Why are you so angry?",0,0,0
608,I'm registered!!!! 🇺🇸🇺🇸 California 😊,0,0,0
609,god afternood,0,0,0
610,Make sure you vote for freedom not free stuff.,0,0,0
611,We r registered to vote Republican all up and down! #votered 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0,0,0
612,I'm so sorry Cooper. Please forgive me. @cooper._roy,0,0,0
613,Yaaaassssss,0,0,0
614,"🎂 Wish you a happy birthday dear.May Almighty bless you his choicest blessings and lots of happiness. Stay happy forever. Lots of love and wishes. May all your wishes come true.. Have a great day and year.❤️🎂😘🌹@katyperry
 Gauri",0,0,0
615,@pritchetclaire he was Democratically allocates,0,0,0
616,@dreamy.daydreams that sounds like something a dem would say,0,0,0
617,Yea NOW people want to vote..m,0,0,0
618,Rihanna got beat up and left for dead by her boyfriend then went back to him. You dumb pop stars need to stick to music.,0,0,0
619,well-behaved,0,0,0
620,Trump Nation🇺🇸🇺🇸🇺🇸,0,0,0
621,Republican all Day!! #RedWave,0,0,0
622,I want to see this movie so bad too,0,0,0
623,Holo!!! It's me Cristine again!,0,0,0
624,Amc overpricing movies smh,0,0,0
625,wonder if she saw it at innaloo😂 @jyahvilla,0,0,0
626,Movie tickets are $20 where you live?! Good God.,0,0,0
627,"yasss queen honey, allso my friend likes my boyfriend and I think he is cheating on my with her because they are allways hanging out and laughing at eachother, what shoul i do",0,0,0
628,Wish you can send some tickets to Austin Canada here so expensive see one of your shows we would love to see your show especially my seven-year-old daughter you are her Idol she just loves you right to death and so did the rest of my family,0,0,0
629,Oh yeah,0,0,0
630,Did you like the film?,0,0,0
631,Love u katt,0,0,0
632,Katy it's not good hear😢,0,0,0
633,I went to your consert,0,0,0
634,Really is fantastic,0,0,0
635,So nice💋,0,0,0
636,Super 🌸🌸🌸,0,0,0
637,"Overcoming fear is the first step to success for entrepreneurs. The winners all exemplify that, and the hard work and commitment they have shown underlines what is needed to set up a business.",0,0,0
638,Happy Birthday.Katy...❤️ Congratulations Another Spin around the Sun .....🌞......💨🎂 Make a Wish..!,0,0,0
639,Awww💚,0,0,0
640,Very nice,0,0,0
641,I LOVE IT!✌🏻💖,0,0,0
642,HEY DAN COULD TALK ABOUT ADVERTISING IN TIMES SQUARE ..NO BS GREAT OPPORTUNITY ..80 DAYS MINIMUM 65K,0,0,0
643,Work hard party harder,0,0,0
644,@danbilzerian I think you forgot bud in your workout plan,0,0,0
645,Lets connect!,0,0,0
646,Let us know who has the funnest comments on the reviews for whipple superchargers,0,0,0
647,Yo what's up? Open DM's man I'd love to talk,0,0,0
648,Too nice,0,0,0
649,I just saw your recent photos. It looks like your photos are getting better with time imo 😉👌,0,0,0
650,If you're in love with the car culture give us a follow 👌,0,0,0
651,King of the douchebags 😂,0,0,0
652,Awesomee!!,0,0,0
653,LİKE FOR LİKE,0,0,0
654,happy birthday dan 🎸🎸😍,0,0,0
655,Happy Halloween 👻 #book fallow me please,0,0,0
656,The hell on earth 🤦🏻‍♀️🤢🤮,0,0,0
657,Just go to the party with the same should you worked out in. LolDan don't give a fuck!!!!!🎩,0,0,0
658,Why no pictures of lil mayo,0,0,0
659,@bagels_payne don't worry mr bagels he will never take that from you,0,0,0
660,Like,0,0,0
661,Even Chuck Norris can't do it 😊,0,0,0
662,@andrewferrante @kevinmumolo we're was our invite,0,0,0
663,Hes into that dude,0,0,0
664,◀◀◀THIS IS WHERE ITS AT 💉💉,0,0,0
665,Nice 😍😍😍😍😍😍,0,0,0
666,So you're okay with black men but not black women....okay.....,0,1,0
667,Love you man✌😎,0,0,0
668,@bradleymartyn welome to Armenia 🇦🇲💜,0,0,0
669,@danbilzerian Then prove it,0,0,0
670,Definitely a cat lol,0,0,0
671,What's your cats name,0,0,0
672,She has to be one of the luckiest cats in the world.,0,0,0
673,"@danbilzerian Dan.. I doubt you'll ever see this, but I aspire to be like you in life, I'm a 20 year old dude from Miami and Idk if it's weird but could I like get an internship with you or something? I want to learn how to live life the way you do in terms of business, bitches, also I roll killer blunts and joints",0,0,0
674,"Mr Neymar what are you looking for here?
 Lol @neymarjr",0,0,0
675,@danbilzerian plz reply me💗💗💗,0,0,0
676,Life is beautiful 😉,0,0,0
677,Your cat looks better than most girls 😉,0,0,0
678,@danbilzerian I love you dan lol,0,0,0
679,Aww 🐾🐾,0,0,0
680,What kind of cat?!,0,0,0
681,@thesanhat 😂😂it's a kitty😅,0,0,0
682,@danbilzerian Hello! What is the breed of this cat? He is incredible.,0,0,0
683,@thesanhat if you don't know about smush ball you shouldn't even be here,0,0,0
684,lame,0,0,0
685,@tyler.dugan.8 why does that look like my big hoss Ollie,0,0,0
686,@danhouck hell yeah!!! 😹😹😹,0,0,0
687,Bro to lit😭😭,0,0,0
688,Best pussy of them all ✨✨✨ that pussy has gold in its bones and magic in her soul ❤️❤️❤️ @danbilzerian,0,0,0
689,"Dan, you the best 👍🏼...",0,0,0
690,Good one 🤙🙏,0,0,0
691,Did she give you something more?,0,0,0
692,Wow...,0,0,0
693,@danbilzerian can you share the girls bro ?,0,0,0
694,Wonders never cease,0,0,0
695,@stevieg_blatantly this man understands,0,0,0
696,Snapchat just posted an article about you and plagiarized all their information from blitztv 🤣@danbilzerian,0,0,0
697,Her Mushrooms are about to be bursted😍,0,0,0
698,Wanna make money trading forex. Check out my last post.,0,0,0
699,Hot,0,0,0
700,@Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first,1,1,0
701,@WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;,1,1,0
702,@WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,1,1,0
703,@WingsoverHoes: Niggas gossip like hoes I'm sleep tho,1,1,0
704,@WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7,1,1,0
705,@X_LexiiSoUnique: All I see down my TL is naked white bitches &#128064;&#128064;&#128064;&#128584;,1,1,0
706,"@XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",1,1,0
707,@YELLitOUT_louud: &#8220;@_laTodd: &#8220;@Satisfied_x: &#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#128553;&#128079;&#128079;&#128079;&#8221;,1,1,0
708,@YOUKNOWDOBY: Niggas talk more than bitches these days......,1,1,0
709,"@YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;",1,1,0
710,"@Yansii_: Black bitches be like ""boy i told you not to get my hair wet"" http://t.co/CSG4OoPgkY",1,1,0
711,@Yaremisxo: &#8220;@DonQuixtote: I need molly water and a chubby asian bitch&#8221; same,1,1,0
712,@YoungMiddleEric: Y'all niggas ain't no killas y'all niggaz some hoes...,1,1,0
713,@YoungMoneyKem: @scottvohar @matty_kem Nigga I'm just popping Molly &amp; stepping out. You bowling bitch don't come at me,1,1,0
714,"@YourMajestyV_: You got bitches, and I don't have niggas &#128514; ... I want you.",1,1,0
715,@YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,1,1,0
716,@YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;,1,1,0
717,@YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,1,1,0
718,@YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,1,1,0
719,@ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't stathis hoe shit...,1,1,0
720,@ZephTheGreat: Not all black girls are ghetto .,1,1,0
721,"@_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!",1,1,0
722,@_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes,1,1,0
723,@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,1,1,0
724,"@_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",1,1,0
725,"@_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal.",1,1,0
726,@_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;,1,1,0
727,@_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha,1,1,0
728,@_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,1,1,0
729,@_MissBre: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.,1,1,0
730,@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard,1,1,0
731,@__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;,1,1,0
732,@__HerEyezLow: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh,1,1,0
733,"@___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;",1,1,0
734,@___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,1,1,0
735,@___Royals: When niggas try to act hard but really be bitch made &#128514;,1,1,0
736,"@____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas",1,1,0
737,@_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,1,1,0
738,"@__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;",1,1,0
739,"@_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",1,1,0
740,@_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!,1,1,0
741,@_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1,1,0
742,@_indylovee: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;,1,1,0
743,"@_materialgurlxo: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!",1,1,0
744,@_politeASSHOLE: 1) A real nigga would NEVER be huand crying over pussy they didn't get for two years. What kinda gay shit is that?,1,1,0
745,@_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;,1,1,0
746,@_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;,1,1,0
747,@_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,1,1,0
748,@absoulxo: in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty&#8230;,1,1,0
749,"@aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",1,1,0
750,"@alexiswoa_: "" now i know why niggas have sides, my bitch boring """,1,1,0
751,@antglizzygg: Tell your bitch that I'm that nigga now,1,1,0
752,"@arigold_88: You and yo bitch break up and she sta""lol"" at another nigga, she gone for good bruh.",1,1,0
753,"@ashkardash___: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;",1,1,0
754,@ayoooitsjelly: some niggas act like straight up bitches,1,1,0
755,"@backtoBRIality: &#8220;@OverlyLiked: ONLY REAL NIGGAS KNOW no matter how hungry you are, you better let these bitches cool off! http://t.co/T&#8230;",1,1,0
756,"@baskgod: Main bitches saying ""I hate a 'send me a pic' ass nigga"" be answering every single one of DJ Rice-a-Roni's request",1,1,0
757,@bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,1,1,0
758,@bebalizz123: Bagging thot bitches &amp; giving 'em head? Ew nigga you nasty &amp; you're better off dead.,1,1,0
759,"@benjibrown1: A nigga can like ONE pic &amp; u bitches: ""S/O to _____ showing LOVE"".... Bitch kill yoself",1,1,0
760,@bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,1,1,0
761,@black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,1,1,0
762,@bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;,1,1,0
763,@boss_sant: I don't like bitch niggaz and they don't like me &#128175; #Boss up,1,1,0
764,"@briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",1,1,0
765,@brittanyaflores: you got niggas &amp; I got bitches &#128080;,1,1,0
766,"@brownandbella: YASSSSSSSSSSSSSS!!!! @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",1,1,0
767,"@callmekennn_: im not finna beg a nigga to fwm, nor will I beg a bitch to be my ""friend"" &#128514; fuck y'all thought?",1,1,0
768,@caseytu88662466: Y these niggas on this hoe shit,1,1,0
769,@cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol,1,1,0
770,@chillvitooo: &#8220;@__KillSwitch: Nigga damn &#128556;&#128563; https://t.co/m7gExESuag&#8221;LMFAO Dej Loaf got all these bitches getting TRYED&#128557;&#128557;&#128557;&#128557;&#128557;,1,1,0
771,@cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago,1,1,0
772,"@cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y",1,1,0
773,that lil bitch released the exclusive shower photos between niggas. #trustisbroken,1,1,0
774,"that was me trying to be ""mature"" about the subject. what kind of fucking pussies are you to bitch about a satirical tweet against asians?",1,1,0
775,the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life,1,1,0
776,the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl,1,1,0
777,the jews gon be laughin at a nigga on Judgement Day when they see how ugly this bitch was,1,1,0
778,the niggas on twitter like I eat pussy and yada yada is the niggas with STI's and shit,1,1,0
779,these bitches be wasting time on some ungrateful niggas,1,1,0
780,these hoes ain't loyal n these niggas ain't either!! fuck ah bitch get ah bird,1,1,0
781,these hoes be lying to us nigga,1,1,0
782,these niggas out here bitchin tell em suck sumn these bitches see my vision tell em fuck sumn,1,1,0
783,these pussy ass niggas ain't bout that life,1,1,0
784,lmao how funny that true does know where the camara at lol,0,0,0
785,@art_is_forever when did she publicly thank him?,0,0,0
786,Post a picture of Khloe already!!!!! Come on!!!!,0,0,0
787,@progreenlc no we don't. When did he become the poster child for faithful partner? Please. They all do it. He just got caught.,0,0,0
788,@art_is_forever thank her forrrr......,0,0,0
789,"Thank you Coach James, you will be Miss assistant lue🤦🏽‍♀️",0,0,0
790,Respect,0,0,0
791,Here is a Halloween costume ...Can you be a father to you son for a day?,0,0,0
792,@giselle_is_my_name if you really have to ask how then please keep stanning 😂😂,0,0,0
793,aree u even involved in your daughters life?,0,0,0
794,SAME,0,0,0
795,Can't believe you dissed the raps and y'all are 0 in 6 now,0,0,0
796,@gabyby22 fathering a child has nothing to do with committing to khloe. You can be a good father without staying with the mother of your child,0,0,0
797,Into supreme?,0,0,0
798,@anizyx How is he breaking his daughter's heaim waiting?,0,0,0
799,@giselle_is_my_name the previous post boo boo,0,0,0
800,@brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,1,0,0
801,@brianduroha1: Bitches ain't shit hoes ain't neither,1,0,0
802,"@britnigiles_: don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;",1,0,0
803,@brookebrooklyn_: Spineless bitches in backless dressess,1,0,0
804,@brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,1,0,0
805,"@bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F",1,0,0
806,@bryannaaaaaa_: I'll naturally slap the shit outa oomf that bitch talk to much.,1,0,0
807,@bubble_wrapMe: These hoes ain loyal,1,0,0
808,"@buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",1,0,0
809,"@bugattibeez: ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave",1,0,0
810,@bugattibeez: pussy still taste like McDonald's fries. @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,1,0,0
811,"@bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;",1,0,0
812,@burnett_dainah: California Chrome bitches!!!!!!!!,1,0,0
813,@burnthewitchxo: I probably am mentally retarded,1,0,0
814,"@butter_obama: I love when @NICKIMINAJ say ""bitch I'm me"" &#128588;",1,0,0
815,@bye_bye_byrdy: Weed ain't a drug! Its a fucking herb bitch!,1,0,0
816,@cIavdia: wow well aren't you just a fucking cunt :),1,0,0
817,@cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,1,0,0
818,"@captaincoximus: I'm like the bat signal, but for crazy bitches",1,0,0
819,@carcarroni: @UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple,1,0,0
820,@carharttdarlin: Trying to download iOS 8 but my phones a bitch,1,0,0
821,"@carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""",1,0,0
822,@carterreynolds: Austin Mahone is making bitches horny right now...,1,0,0
823,@caseoftheKink: Some men say they&#8217;re afraid of having daughters bc they don&#8217;t want them to turn into &#8220;hoes&#8221; or w/e.,1,0,0
824,@caseytu88662466: Play pussy get fucked,1,0,0
825,@cashflowHO: I'm too pretty for this &#128526;&#128129;&#128133; . Yall lil bitches can have the petty shit &#128080;&#128169;&#128128; .,1,0,0
826,@cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou,1,0,0
827,@castabignet: Some people are handed a bar of gold and all they can do is bitch about how heavy it is.,1,0,0
828,aww soo cute,1,0,0
829,"@ccobb1573: &#8220;@imFindDory: Can't spell slut without u, bitch.&#8221;",1,0,0
830,"@ceoo_97: &#8220;@POSlTlVEVlBE: a loyal girl truly does come with a smamouth &amp; arguments,only a hoe will let you do as you please cause she&#8230;",1,0,0
831,@chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23,1,0,0
832,@chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,1,0,0
833,@chaniiyyaa: Wayne really treat nicki like that's his bitch &#128564;&#128525;&#128553;....,1,0,0
834,"@charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v""",1,0,0
835,@charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville,1,0,0
836,@chasemylovex: bitch u lame af.... get with the times and pop that ass @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;,1,0,0
837,"@chaserojo: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.&#8230;",1,0,0
838,@chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,1,0,0
839,"@chefpolio: ""I don't send nudes"" -- a bitch wit trash nudes",1,0,0
840,"@chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG""",1,0,0
841,"@chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;",1,0,0
842,@chelseypaige42: Bitches be begging for love &amp; loyalty when they've never giving it to anyone. Karma bitch&#128520;,1,0,0
843,@chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.,1,0,0
844,@cheyycheyy8: Rivers is seriously a bitch. Don't throw your hands around like a 5 year old bc something didn't go right. Lol,1,0,0
845,@chiko600: You think she bad well my bitch meaner &#128076;&#128527;,1,0,0
846,"@chillin662: Boosie said he got a bitch from the Sip. #THOTs are gonna have ""Boosie's bitch in da Sip"" in their bio now #BETHipHopAwards&#8230;",1,0,0
847,@christeaa: Can't turn a hoe into a house wife babbyyy.,1,0,0
848,@chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,1,0,0
849,look pretty cute,1,0,0
850,I like the new look Lord D,1,0,0
851,look so cute and pretty,1,0,0
852,such a cute girl,1,0,0
853,Oh no!! You have to grow your beard long again! 😭 it looks so amazing on you!!!,1,0,0
854,your daughter looks so cute,1,0,0
855,@michaelstyles_ his hair,1,0,0
856,Handsome,1,0,0
857,cute and beautiful,1,0,0
858,The new haircut is everything 👍,1,0,0
859,Your so good-looking!!! 💋💋💋,1,0,0
860,Sexi boy!,1,0,0